,85TA,Action Aero,32.63857389,-97.18237879
I38,,Action Airpark,39.13079497,-84.82928314
,SNUC,Acu,-5.594978,-36.967336
0D7,,Ada,40.79046407,-83.83265851
ADT,KADH,ADA MUNI,34.8099055,-96.672754
,MI33,Adair Airstrip,42.7902067,-82.64124316
ADK,PADK,ADAK,51.88054035,-176.652458105
,YADY,Adaminaby Kennedy,-35.99863657,148.80274899
,VIAX,ADAMPUR,31.442169,75.748236
,90PA,Adams,41.87578776,-78.11767845
,8NC5,Adams,34.57815356,-79.24938131
,GA91,Adams,33.39455197,-84.46009897
,1II2,Adams,40.6156806,-84.83843355
,PS50,Adams,41.77078571,-75.72407886
9H2,,Adams - Private,37.90049687,-89.13763019
63C,,ADAMS COUNTY LEGION FIELD,43.9628915,-89.7926045
,7FL3,Adams Ranch,27.44117433,-80.58817364
,70LL,Adams Rla,40.94663708,-88.75006695
,83OH,Adams Strip,40.06555689,-84.37969279
ADA,LTAF,ADANA,36.974817,35.268019
,YADA,Adavale,-25.896366925,144.562982205
,4TX8,Addington Field,33.25229015,-97.22412843
EKX,KEKX,ADDINGTON FLD,37.68035,-85.932575
ADS,KADS,ADDISON,32.977844,-96.840511
2A8,,Addison Municipal,34.20650519,-87.16087083
,AU01,Adelaide Hills,-35.17756344,139.11174251
ADL,YPAD,Adelaide Intl,-34.94985375,138.51955521
,YPPF,Adelaide Parafield,-34.7987589525,138.628260975
,AU02,Adelaide Uni. Lochiel,-33.886922105,138.10021504
,52CL,Adelanto,34.5357242,-117.46551508
,YADL,Adele Island,-15.526181,123.15489
,YALG,Adels Grove,-18.69724042,138.52314884
,VA71,Aden Field,38.64589171,-77.53402421
ADE,OYAA,Aden Intl,12.826417,45.01475
,SDRD,Adhemar Ribeiro,-21.64195266,-47.47435408
,CA01,Adin,41.18714475,-120.95715605
,NY17,Adirondack Airpark Estates,44.60198888,-73.85687103
SLK,KSLK,Adirondack Rgnl,44.3803555,-74.2135625
ADF,LTCP,ADIYAMAN,37.724031,38.458158
,HUAJ,ADJUMANI,3.339383,31.759633
,8IL0,Adkins Rla,42.35012336,-88.63481945
ADB,LTBJ,ADNAN MENDERES,38.3064045,27.1516805
,NM37,Adobe Ranch - Private,33.57191728,-107.90344736
,SNAH,ADUSTINA,-10.578978,-38.093397
6M3,,Adventures Aloft,38.87538418,-91.29996435
AEG,WIME,Aek Godang,1.402553,99.424675
,EN01,AERA,61.260703,11.670722
,SSXN,Aereo Amazonia,-8.30137337,-55.11868122
,38PA,Aerequus,40.38758829,-75.0174948
,1GA9,Aerie,33.75967014,-83.65021891
,FD88,Aero Acres,27.34176084,-80.52685577
,SJCN,Aero Agricola Cristalina,-16.90827864,-47.7118401
,SWMA,Aero Agricola Fulanete,-11.83680676,-46.26840393
,SJTL,Aero Agricola Gaivota,-22.97842775,-51.55349525
,SWKM,Aero Agricola Rondon,-14.64222789,-57.50613752
,SJIE,Aero Agricola Sapezal,-13.55686579,-58.86311695
T31,,AERO COUNTRY,33.214367,-96.741942
,7IS2,Aero Estates,38.52775591,-90.05829876
,TX54,Aero Estates,33.30104864,-96.86410748
,TS96,Aero Estates,32.08311874,-95.45732867
,1WI6,Aero Estates,42.84022235,-88.06958541
,55OI,Aero Flight Center,40.85959832,-80.54064732
,IL58,Aero Four,41.43439604,-88.25100262
,30IS,Aero Lake Estates,42.07453264,-88.62874673
,2OI4,Aero Lake Farm,41.04504605,-81.94014762
76C,,Aero Park,43.1095296,-88.16107332
,5II9,Aero Plaines,39.35275774,-87.37769703
,NC21,Aero Plantation,34.98992786,-80.75169403
,SSXW,Aero Porto Dal Lago,-18.80689073,-52.60445817
,SIQQ,Aero Resende,-18.12930032,-49.79765629
,SJPP,Aero Rural,-9.86178237,-56.00556848
,NM42,Aero Tech Inc,34.41919684,-103.13418509
,89TX,Aero-Bee Ranch Airstrip,30.88317824,-98.41721029
,69FD,Aero-Custom,30.84542137,-85.28448763
,1IA6,Aero-Lane,40.88322803,-95.48636368
,MN98,Aero-Plain,45.4072445,-93.38498286
,45IN,Aerobatic Practice,38.99912554,-85.74876158
,SJKA,Aerocampo,-13.627909,-57.90146446
,SNAU,Aeroclub,-10.90100729,-37.08698149
,SSAQ,Aeroclub,-28.24659929,-52.519558305
,SA37,Aeroclub Alta Gracia,-31.65075634,-64.380731915
,SADS,Aeroclub Argentino,-34.73074217,-58.59921297
,SA1L,Aeroclub Gral Belgrano,-35.74937872,-58.46310165
,SSBZ,Aeroclube,-29.67960372,-50.9829366
,SNKB,Aeroclube,-7.17909812,-35.99382405
,SSAK,Aeroclube,-28.66122516,-53.61219028
,SSCE,Aeroclube,-31.33062735,-54.13456939
,SDBI,Aeroclube,-21.28187364,-50.33080722
,SNGS,Aeroclube de Alagoas,-9.58583202,-35.76101914
,SSHA,Aeroclube de Aquidauana,-20.48487231,-55.77340247
,SSBG,Aeroclube de Bento Goncalves,-29.14625501,-51.54104157
,SIXE,Aeroclube de Eldorado do Sul,-30.04964422,-51.45190175
,SSAF,Aeroclube de Foz do lguacu,-25.36664912,-54.474573
,SSRN,Aeroclube de Rio Negrinho,-26.31982847,-49.52607513
,SSKT,Aeroclube de Santa Catarina,-27.61573601,-48.67361902
,SSDM,Aeroclube de Santana do Livramento,-30.82293798,-55.57970785
,SIPA,Aeroclube de Sao Jose do Rio Pardo,-21.64190215,-46.93835248
,SDNY,AEROCLUBE NOVA IGUACU,-22.745269,-43.466147
,LEVB,Aerodrom - Villafranca de Bonany,39.576231,3.123993
,IA54,Aerodrome,42.20047704,-93.63827944
,SWNV,AERODROMO NACIONAL DE AVIACAO,-16.622953,-49.353944
,SJGF,Aerodromo Nova Era,-30.2111149,-52.44215901
,EKAE,Aeroe,54.85565278,10.45326944
12N,,AEROFLEX ANDOVER,41.006089,-74.739342
,SWXD,Aerogardi,-21.55939211,-48.80155872
,66IL,Aerogrange,42.27083412,-88.57505607
,SIUB,Aerojaco,-13.50868902,-55.15238936
,SIQI,Aerolis,-30.5448719,-50.47149004
,LS72,Aerolite Aero Park,30.2037154,-92.8124671333
,SJXA,Aeromis,-31.29031031,-54.15655497
AEP,SABE,Aeroparque Jorge Newbery,-34.55415947,-58.42525655
,SAMQ,Aeroparque Mendoza,-32.85745457,-68.87098289
,SJGH,Aeropel,-28.71802264,-55.99503801
BEO,YPEC,Aeropelican,-33.06644449,151.64168593
,LIAP,Aeroporto dei Parchi,42.3862245,13.30893329
,SNJM,Aeroporto Elias Breder,-20.26496472,-42.18363891
,SDBP,AEROPORTO ESTADUAL ARTHUR SIQUEIRA,-22.97445,-46.540492
,SBBP,Aeroporto Estadual Arthur Siqueira,-22.97483843,-46.54121369
,SDYS,Aeroportobelo,-27.17561661,-48.63288667
,SDNT,Aerorancho,-15.67895427,-47.77376812
,SJGA,Aerorural Floramazon,-3.70208439,-56.05659102
TTQ,MRAO,AEROTORTUGUERO,10.415739,-83.611042
,36IL,Aeroview,41.96839132,-88.49174834
,MN89,Aerovilla,46.61698471,-95.65628871
,SNZE,Aeroxingu,-3.17080626,-52.19460869
,SNTB,Afogados da Ingazeira,-7.72542461,-37.6232953
CWB,SBCT,Afonso Pena,-25.525242,-49.1814765
,SNTG,Afranio,-8.61515996,-40.99926965
AFO,KAFO,AFTON MUNI,42.71840198,-110.94212199
AFT,AGAF,Afutara,-9.19194651,160.94687097
AFY,LTAH,AFYON,38.7367735,30.5872155
,NE19,Ag Air,41.60399826,-102.82825782
,79TX,AG AIR INC,26.077242,-97.537054
,7TS9,Ag Aviation,29.05821466,-95.96278209
,LS18,Ag Aviation,30.222938455,-92.77670163
,94MN,Ag Spray Inc,46.58073139,-96.51243255
,FY02,Agab,-20.0205,13.7318
IXA,VEAT,AGARTALA,23.897258,91.241258
,ED01,Agathazell,47.55487913,10.27252399
AGX,VOAT,AGATTI,10.818903,72.172614
,UDYA,Agdam,39.97370624,46.99519759
,HL58,AGEDABIA,30.768961,20.188547
AGF,LFBA,Agen la Garenne,44.177703,0.580428
AGZ,FAAG,Aggeneys,-29.28768593,18.80625938
,MN04,Aggies Landing,45.77589654,-95.26310246
,OIAG,AGHAJARI,30.752361,49.668494
,51OH,Agner,41.07008943,-84.09087022
FD2,,Agnes Lake,55.81298294,-112.51990327
,YAWT,AGNES WATER,-24.19762175,151.88915377
,YAGN,AGNEW,-12.14010233,142.14558441
AGR,VIAG,AGRA,27.155292,77.952068
AJI,LTCO,AGRI,39.663244,43.024083
,XS42,Agricultural Supplies,28.93182992,-99.08210256
,SJSS,AGRIFOR,-12.50468222,-55.69801911
AGQ,LGAG,AGRINION,38.602733,21.333953
,SIHW,Agrishow,-21.22111582,-47.87766014
,SWBW,Agro Pousadas do Guapore,-14.77187358,-60.03422047
,5CA7,AGRO WEST,36.34,-120.2475
,SWAF,Agroer Aviacao Agricola,-16.48543217,-54.66926428
,SJRJ,Agromineral Mutum,-7.64225096,-56.78964503
,SNTP,Agropalma,-2.52327321,-48.75744596
,SDRO,Agropastoril Bom Pastor,-16.46822041,-54.71547184
,SNMF,Agropastoril Monte Alegre,-21.35380528,-46.25235468
,SDUA,Agropastoril Sol Nascente,-3.50755214,-56.31832206
,SJSF,Agropecuaria Barrinha,-19.84314382,-49.69327538
,SWHE,Agropecuaria Cajabi,-10.72970373,-54.53595922
,SNLJ,Agropecuaria Ceu Aberto LTDA,-9.51773297,-61.25443466
,SIZS,Agropecuaria Equus,-13.534619,-53.44142973
,SNLK,Agropecuaria Ferreira Penco LTDA,-9.71144542,-61.04773227
,SWAH,Agropecuaria Floresta Sao Joaquim LTDA,-10.1426525,-60.65677028
,SSYQ,Agropecuaria Monte Alverne,-28.38148012,-52.88124003
,SWQH,Agropecuaria Nova Santana,-10.14763159,-60.54453973
,SJRK,Agropecuaria Sao Roberto,-9.2359635,-50.92964633
,SWNF,Agropecuaria Tratex,-10.89356193,-55.56941788
,SJHU,Agropecuaria Vale do Guapore,-13.87530915,-60.09719565
,SWZA,Agrosan,-11.36040368,-58.11902999
,SIUL,Agroserra,-6.77661166,-45.89700037
,SNAV,Agrovale,-9.50280084,-40.37379482
,SILS,Agua Branca,-6.388672,-56.28731127
,SCKO,Agua Buena,-37.99656564,-72.25099715
L54,,Agua Caliente Springs,32.95191741,-116.29677318
L70,,AGUA DULCE AIRPARK,34.499703,-118.319247
,SJYE,Agua Fria,4.62020496,-60.28127022
,MM65,AGUA PRIETA SOUTH,31.2542915,-109.613164
,MM75,AGUA PRIETA SOUTHWEST,31.245714,-109.629619
BQN,TJBQ,Aguadilla/Rafael Hernandez,18.48995,-67.145356
,MMAL,AGUALEGUAS,26.322811,-99.549564
,MM44,AGUALEGUAS OLD,26.300311,-99.552675
,SJXB,Aguapey,-15.76011087,-58.80298714
,SKOC,AGUAS CLARAS,8.309636,-73.358942
,SJXH,Aguas Frias,-27.21553653,-53.27454241
,SWIV,Aguia Branca do Paru,-1.26851202,-53.26450641
AGJ,RORA,Aguni,26.59246077,127.24263219
,7FD9,AH Farm,30.62711575,-83.28692541
,1CA4,Aha-Quin,33.8725259,-114.52735405
AHE,NTHE,AHE,-14.4299,-146.262372
,CL84,Ahlem Farms,37.38864503,-120.93191809
,66MO,Ahlers Acres,38.83322775,-90.95119415
AMD,VAAH,AHMEDABAD,23.066003,72.622653
,EFAH,Ahmosuo,64.8967994,25.74845425
,EDHO,Ahrenlohe,53.70057027,9.73983704
AWZ,OIAW,AHWAZ,31.346025,48.747167
,WX03,Aideralma (AMA),-4.33086432,137.832581
,LOXA,Aigen,47.5295662,14.12420839
,85GA,Aiken Field,34.17123301,-83.73200262
AIK,KAIK,Aiken Muni,33.650018,-81.6882945
,YALR,AILERON,-22.64654044,133.34450549
QSF,DAAS,Ain Arnat,36.17790232,5.31376855
,DAAQ,AIN OUSSERA,35.5257515,2.860792
,06TE,AINSWORTH,30.312344,-95.030814
ANW,KANW,AINSWORTH MUNI,42.58661433,-99.99629438
AIE,,Aiome,-5.14585421,144.730871
AEO,GQNA,AIOUN EL ATROUSS,16.705189,-9.641897
,5GA4,Air Acres,34.10867269,-84.44865534
,52KY,Air Castle,38.11987001,-84.30294229
,49CO,Air Dusters Inc,40.09337874,-104.37996424
,LL09,Air Estates Inc,42.27783577,-88.09445919
W88,,Air Harbor,36.17061594,-79.79974401
,6PA6,Air Haven,41.3479369,-75.48235447
F69,,AIR PARK DALLAS,33.0275,-96.838056
,0IN4,Air Park Field,41.1256312,-84.94383511
0D9,,Air Park North,44.95799784,-84.96392884
,4MI1,Air Rahe,41.8303284,-83.69165485
,60TA,AIR RANCH ESTATES,32.33005,-96.949603
,NV23,Air Sailing,39.875474845,-119.70229693
,WI69,Air Troy Estates - Restricted,42.79761498,-88.33336986
,UT07,Air Village Strip,40.42030464,-109.58868663
,96MN,Air-Ag,43.571711,-93.25410447
,JY07,Air-List-Ads,40.69599829,-75.13562103
,CO73,Air-Sprayers Nr 2,38.10473728,-102.21607355
81G,,Airbatco Field,42.77642563,-84.9002579
ILN,KILN,AIRBORNE AIRPARK,39.416871,-83.8021485
,CEF4,AIRDRIE,51.26451125,-113.94060825
,42MO,Aire Parque,38.12028107,-90.39046301
,LFDA,Aire sur l'Adour,43.711944,-0.252222
,LF01,Aire sur la Lys,50.642685455,2.44502835
2IS,,AIRGLADES,26.747778,-81.056111
09N,,Airhaven,41.83021083,-73.87636035
,KLVN,AIRLAKE,44.630447,-93.235083
1H1,,Airlane Enterprises,43.20350953,-76.180198885
,2VA9,AIRLIE,38.753697,-77.78915
,OK93,Airman Acres,36.32981212,-95.88407298
,0GA2,Airnautique Inc.,34.37707979,-82.94990869
,04MO,Airpark - Private,39.30471349,-91.45130161
1F7,,Airpark East,32.81660994,-96.35518554
,20KS,Airpark Estates,37.67905285,-96.88559286
,MT05,Airpark Oscars,45.70306529,-108.62665223
48X,,Airport Manatee,27.64062463,-82.5262605
,AZ79,Airscrew Performance Flightpark,33.53055334,-112.21651031
,45XS,Airsport Skyranch,34.9117667,-101.90407679
D93,,Airtrek,42.84995713,-76.85397976
,SC15,Airy Hall,32.62864478,-80.50688878
,6NY3,Airy-Acres,42.64180565,-76.72910329
AHL,SYAH,Aishalton,-2.47686204,-59.3229538
ATP,,Aitape,-3.13908996,142.34600225
,KAIT,AITKIN MUNI STEVE KURTZ FLD,46.5505985,-93.6820515
AIT,NCAI,Aitutaki,-18.82966591,-159.76481152
CMF,LFLB,Aix-Les-Bains,45.641542445,5.88046136
,AYAY,Aiyura,-6.33763051,145.90078498
AJL,VEAZ,AIZAWL,23.741481,92.802042
AJA,LFKJ,Ajaccio Napoleon Bonaparte,41.918103,8.793338
,DN51,AJAOKUTA,7.453494,6.455361
,SJYF,Ajarani,2.00593066,-61.47993953
,SDIR,Ajarani 2,1.88676478,-62.02128216
,OR46,Ajax,45.38429961,-120.47244019
,6AR2,Ajs,35.02320212,-93.06658519
E31,,Ak Chin Community Airfield,32.99020593,-112.02552779
,VI90,AKBARPUR,26.449397,82.561972
,RJOE,Akeno AB,34.529678575,136.673377335
AKK,PAKH,Akhiok,56.93716759,-154.18986346
,LTBT,AKHISAR,38.8191045,27.822466
AKI,PFAK,AKIAK,60.899911,-161.237161
,FO22,AKIENI,-1.134167,13.912325
,WAKA,Akimuga (MAF),-4.6054145,137.65636724
60Q,,Akin,38.75474907,-120.90214884
E99,,Akin and Akin,34.77319469,-103.85849472
,LTAE,AKINCI,40.066233,32.554994
AXT,RJSK,AKITA,39.616939,140.204206
LAK,CYKD,AKLAVIK,68.226944,-135.010831
,NE38,Aknux,40.71298303,-98.55953599
AKD,VAAK,AKOLA,20.700319,77.052953
9G3,,AKRON,43.0201375,-78.4872975
CAK,KCAK,AKRON CANTON RGNL,40.90733499,-81.447548505
AKC,KAKR,AKRON FULTON INTL,41.033939,-81.471375
Y40,,Akron Municipal,42.80856002,-96.56401725
AKT,LCRA,Akrotiri,34.594167,32.9735
SCO,UATE,AKTAU,43.8669625,51.0775
PVK,LGPZ,AKTIO,38.920597,20.749975
AKX,UATT,AKTYUBINSK,50.255492,57.191806
AKV,CYKO,AKULIVIK,60.816386,-78.1575
AKR,DNAK,AKURE,7.235228,5.295794
AEY,BIAR,AKUREYRI,65.649958,-18.070722
HOF,OEAH,AL AHSA,25.298644,49.481242
,FY03,Al Aiba,-21.5166,15.5693
AAN,OMAL,AL AIN INTL,24.243786,55.606581
,FYAA,Al Ais,-27.9931,17.591
,OS73,AL AL,32.782278,35.713375
,HEAL,AL ALAMAIN INTL,30.93475,28.447556
,OY74,AL ANAD,13.170786,44.7527
,OE52,AL ARTAWIYAH SOUTH,26.604119,45.315689
,ORAA,AL ASAD AB,33.780785,42.4169203333
,OYBA,AL BADIE,18.712247,50.824572
ABT,OEBA,AL BAHA,20.291169,41.619119
,HL68,AL BUMBAH NORTH,32.464967,23.107336
DHF,OMAM,AL DHAFRA,24.2495045,54.5350275
5Q0,,Al Divine,36.51767321,-119.76438334
AAY,OYGD,AL GHAIDAH INTL,16.19155,52.160739
,HL81,AL HAMADA CON 66 EAST,29.5349695,12.937586
,OMAH,AL HAMRA AUX,24.085089,52.461442
,HE44,AL ISMAILIYAH AB,30.607872,32.221642
AJF,OESK,AL JOUF,29.787931,40.081342
,HL69,AL JUFRA,29.212736,15.987522
,HL59,AL KHADIM,32.012611,21.182244
,OE51,AL KHARJ EAST,24.057361,47.653731
,OTBK,AL KHOR,25.635136,51.501617
,HL70,AL KHUWAYMAT,27.270306,21.606667
,OE46,AL LIDEM,20.478978,44.750386
,HE32,AL MANSURAH,30.9783345,31.427611
,HL60,AL MARJ,32.530456,20.871744
AGA,GMAD,AL MASSIRA,30.325392,-9.429697
3TE,,Al Meyers,42.02678416,-83.940888185
,OS70,AL QUSAYR,34.571528,36.556444
,ORSH,AL SAHRA AAF,34.6837935,43.535422
,OM01,AL SAQR,25.758763,55.958322
,ORTI,AL TAJI AAF,33.531319,44.253603
,ORAT,AL TAQADDUM AB,33.346557,43.5790485
IUD,OTBH,AL UDEID AB,25.133014,51.308036
,HL57,AL WIGH,24.1841945,14.525996
,SDUO,ALAGOINHAS,-12.182181,-38.379803
,PAUK,Alakanuk,62.6829296,-164.65800318
,WX04,Alama (CAMA),-4.26039271,137.89357818
,YAMN,ALAMEIN,-32.5332227,137.69274501
L92,,Alamo Landing Field,37.3671905,-115.196947845
3N9,,Alamo Navajo,34.36784011,-107.49538503
ALM,KALM,ALAMOGORDO WHITE SANDS RGNL,32.8409055,-105.992422
,MM45,ALAMOS,27.041678,-108.952639
5H2,,Alan B. Janssen,39.34370683,-89.42721196
,0NY4,Alan Dipaolo Field,42.9550902,-78.55141389
,SC07,Alans,33.6779293,-80.95318882
,EFAL,Alavus,62.55381413,23.56969114
,SE01,ALBA ELENA,-2.167981,-79.288232
,LEAB,Albacete,38.947972,-1.879056
,WI50,Albany,42.71806194,-89.42746292
ALH,YABA,Albany,-34.94358498,117.80549701
ALB,KALB,ALBANY INTL,42.7431625,-73.8081695
S12,,ALBANY MUNI,44.641933,-123.059458
T23,,ALBANY MUNI,32.723889,-99.2675
K19,,ALBANY MUNI,40.2575,-94.341111
,YAPK,ALBANY PARK,-13.08000645,131.03116952
ALL,LIMG,ALBENGA,44.050906,8.118484
,SN13,Albers,37.66191618,-97.7739417
1N3,,Albert,40.97593333,-78.25570977
,LFAQ,Albert Bray,49.971522,2.689506
,MA88,Albert Farms,42.38636084,-72.92967326
OAJ,KOAJ,ALBERT J ELLIS,34.822189,-77.620417
5Y1,,ALBERT J LINDBERG,46.035844,-84.426647
AEL,KAEL,ALBERT LEA MUNI,43.6832305,-93.3701275
SPG,KSPG,Albert Whitted,27.7658375,-82.629271
,PS52,Alberter Farms,40.19397502,-78.83723953
,SSTN,Alberto Bertelli,-21.68003142,-48.21584036
MRD,SVMD,ALBERTO CARNEVALLI,8.578286,-71.167523
,MUTD,ALBERTO DELGADO,21.783608,-80.004189
,SKSO,ALBERTO LLERAS CAMARGO,5.669733,-72.975806
FEP,KFEP,ALBERTUS,42.2472443333,-89.5859206667
,LFKA,Albertville,45.628485,6.332719
8A0,,ALBERTVILLE MUNI THOMAS J BRUMLIK FLD,34.223522,-86.263314
4C8,,ALBIA MUNI,40.999189,-92.770489
,YALH,ALBILBAH,-24.711099735,144.28868084
,YABS,Albion Downs,-27.28323778,120.37906255
,KBVN,ALBION MUNI,41.73313234,-98.05874237
U40,,Albion Municipal,42.39725809,-113.56584387
,IL86,Albrecht,41.51749169,-89.47977773
,IL06,Albrecht,41.64003361,-89.39837776
,IL09,Albrecht 2,41.62840549,-89.40509473
,MD48,Albrecht Airstrip,39.47488005,-76.50347403
,MPMG,ALBROOK MARCOS A GELABERT INTL,8.981428,-79.554864
,KAEG,Albuquerque Double Eagle II,35.1456775,-106.799036
ABQ,KABQ,Albuquerque International Sunport,35.041966,-106.62098625
ABX,YMAY,Albury Airport,-36.06807905,146.94891738
,LERI,ALCANTARILLA,37.949306,-1.235194
,41IL,Alcock Rla,42.06837308,-89.034541035
,SIQU,Alcoolvare,-20.09079554,-51.30822402
,YALC,ALCOOTA STN,-22.79830996,134.39848328
,MS28,Alcorn State University,31.87082582,-91.13855513
ADH,UEEA,Aldan,58.59959842,125.40188506
,SDWC,Aldeia Bau,-7.35833953,-54.83278585
,SDWM,Aldeia de Metuktire,-10.06740288,-52.99815418
,SDVU,Aldeia Kremoro,-7.20575884,-52.90744497
,SDWJ,Aldeia Kubenkroke,-8.72781762,-53.39347997
,SDNV,Aldeia Nacepoti,-9.50786281,-54.01278405
,SDNW,Aldeia Piaracu,-10.78723964,-53.07705195
,SDOZ,Aldeia Pontal,-8.10520345,-58.28556406
